job_zone,education,isco08,Name_de,Berufshauptgruppe,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52
5,3,9412,Hilfsköche und Küchengehilfen,9,0.41,0.5,0.5,0.5,0.47,0.47,0.5,0.31,0.5,0.41,0.31,0.31,0.35,0.35,0.31,0.35,0.31,0.5,0.28,0.28,0.03,0.0,0.25,0.03,0.0,0.03,0.0,0.1,0.16,0.28,0.25,0.0,0.28,0.0,0.22,0.53,0.47,0.25,0.5,0.38,0.25,0.56,0.47,0.25,0.44,0.5,0.44,0.44,0.5,0.31,0.44,0.35,0.28,0.35,0.5,0.25,0.28,0.25,0.53,0.28,0.31,0.44,0.5,0.25,0.53,0.31,0.28,0.41,0.38,0.35,0.0,0.25,0.19,0.25,0.28,0.28,0.31,0.03,0.25,0.0,0.0,0.16,0.16,0.06,0.0,0.13,0.25
2,2,2131,"Biologen, Botaniker, Zoologen und verwandte Berufe",2,0.75,0.72,0.75,0.53,0.72,0.72,0.5,0.72,0.5,0.69,0.75,0.5,0.5,0.69,0.5,0.5,0.44,0.5,0.56,0.56,0.31,0.6,0.47,0.22,0.0,0.16,0.0,0.25,0.25,0.53,0.28,0.16,0.56,0.0,0.28,0.72,0.78,0.44,0.66,0.75,0.69,0.75,0.78,0.6,0.5,0.66,0.75,0.75,0.72,0.72,0.72,0.41,0.47,0.47,0.25,0.6,0.16,0.44,0.25,0.28,0.16,0.16,0.35,0.13,0.25,0.25,0.5,0.16,0.16,0.53,0.0,0.41,0.13,0.53,0.22,0.25,0.25,0.0,0.53,0.0,0.0,0.22,0.28,0.19,0.0,0.0,0.0
1,3,5212,Strassenverkäufer von Lebensmitteln,5,0.47,0.5,0.5,0.47,0.47,0.44,0.47,0.28,0.47,0.44,0.25,0.28,0.25,0.25,0.28,0.28,0.31,0.5,0.25,0.25,0.13,0.0,0.28,0.19,0.03,0.03,0.0,0.22,0.22,0.25,0.25,0.03,0.28,0.0,0.25,0.53,0.63,0.28,0.5,0.44,0.25,0.53,0.47,0.25,0.5,0.5,0.47,0.47,0.47,0.38,0.31,0.31,0.28,0.41,0.47,0.28,0.35,0.25,0.47,0.28,0.28,0.35,0.31,0.35,0.47,0.31,0.28,0.31,0.35,0.28,0.0,0.25,0.1,0.28,0.22,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.16,0.0,0.13,0.19
4,9,2310,Universitäts- und Hochschullehrer,2,0.75,0.78,0.75,0.56,0.69,0.66,0.5,0.63,0.5,0.63,0.75,0.75,0.75,0.72,0.44,0.44,0.41,0.47,0.44,0.44,0.35,0.19,0.13,0.19,0.0,0.0,0.0,0.03,0.16,0.25,0.0,0.19,0.16,0.0,0.0,0.81,0.78,0.47,0.91,0.75,0.47,0.6,0.56,0.47,0.5,0.75,0.6,0.66,0.5,0.75,0.47,0.28,0.25,0.41,0.22,0.38,0.0,0.28,0.0,0.28,0.0,0.0,0.13,0.0,0.0,0.0,0.28,0.0,0.0,0.25,0.0,0.22,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,1412,Führungskräfte in Restaurants,1,0.66,0.69,0.69,0.66,0.66,0.69,0.63,0.56,0.66,0.53,0.5,0.56,0.5,0.6,0.53,0.53,0.69,0.72,0.44,0.44,0.38,0.16,0.38,0.1,0.19,0.19,0.0,0.5,0.5,0.47,0.28,0.13,0.41,0.16,0.22,0.75,0.75,0.41,0.66,0.69,0.44,0.5,0.72,0.44,0.5,0.56,0.66,0.56,0.56,0.6,0.5,0.47,0.35,0.47,0.38,0.38,0.25,0.44,0.5,0.44,0.28,0.28,0.5,0.22,0.5,0.28,0.41,0.25,0.28,0.35,0.0,0.31,0.16,0.5,0.25,0.35,0.22,0.0,0.47,0.0,0.0,0.19,0.22,0.16,0.0,0.0,0.16
1,3,6210,Forstarbeitskräfte und verwandte Berufe,6,0.5,0.5,0.5,0.44,0.53,0.53,0.47,0.47,0.5,0.5,0.41,0.31,0.41,0.5,0.25,0.35,0.28,0.35,0.31,0.25,0.06,0.25,0.44,0.1,0.31,0.28,0.0,0.1,0.16,0.28,0.41,0.1,0.28,0.28,0.28,0.56,0.63,0.28,0.5,0.5,0.41,0.53,0.63,0.44,0.5,0.5,0.53,0.5,0.5,0.44,0.5,0.47,0.5,0.53,0.53,0.53,0.38,0.28,0.5,0.35,0.53,0.47,0.5,0.28,0.5,0.53,0.5,0.53,0.56,0.44,0.25,0.38,0.25,0.25,0.25,0.5,0.5,0.16,0.25,0.16,0.28,0.25,0.38,0.44,0.25,0.44,0.28
3,3,3119,"Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt",3,0.53,0.69,0.66,0.5,0.75,0.6,0.53,0.63,0.69,0.66,0.53,0.56,0.53,0.5,0.47,0.5,0.53,0.47,0.44,0.47,0.16,0.22,0.41,0.19,0.31,0.31,0.0,0.22,0.25,0.28,0.35,0.16,0.31,0.22,0.31,0.75,0.72,0.31,0.6,0.63,0.5,0.66,0.75,0.47,0.5,0.53,0.66,0.63,0.53,0.56,0.5,0.41,0.44,0.63,0.41,0.63,0.25,0.53,0.44,0.31,0.28,0.35,0.38,0.28,0.38,0.5,0.56,0.35,0.31,0.41,0.28,0.28,0.16,0.41,0.22,0.44,0.5,0.1,0.35,0.22,0.28,0.25,0.28,0.31,0.22,0.35,0.22
1,3,7223,Werkzeugmaschineneinrichter und -bediener,7,0.53,0.47,0.53,0.47,0.47,0.53,0.5,0.41,0.44,0.44,0.44,0.31,0.35,0.35,0.31,0.35,0.35,0.28,0.25,0.25,0.22,0.1,0.56,0.22,0.44,0.25,0.16,0.1,0.13,0.28,0.53,0.06,0.47,0.38,0.47,0.56,0.6,0.25,0.47,0.56,0.31,0.63,0.56,0.31,0.5,0.47,0.5,0.5,0.56,0.47,0.44,0.31,0.5,0.38,0.44,0.44,0.25,0.28,0.56,0.5,0.28,0.35,0.5,0.25,0.5,0.5,0.5,0.28,0.41,0.31,0.22,0.44,0.19,0.28,0.35,0.56,0.31,0.03,0.28,0.25,0.25,0.5,0.53,0.31,0.22,0.25,0.25
1,3,8142,Bediener von Maschinen zur Herstellung von Kunststoffwaren,8,0.53,0.47,0.53,0.47,0.47,0.53,0.5,0.41,0.44,0.44,0.44,0.31,0.35,0.35,0.31,0.35,0.35,0.28,0.25,0.25,0.22,0.1,0.56,0.22,0.44,0.25,0.16,0.1,0.13,0.28,0.53,0.06,0.47,0.38,0.47,0.56,0.6,0.25,0.47,0.56,0.31,0.63,0.56,0.31,0.5,0.47,0.5,0.5,0.56,0.47,0.44,0.31,0.5,0.38,0.44,0.44,0.25,0.28,0.56,0.5,0.28,0.35,0.5,0.25,0.5,0.5,0.5,0.28,0.41,0.31,0.22,0.44,0.19,0.28,0.35,0.56,0.31,0.03,0.28,0.25,0.25,0.5,0.53,0.31,0.22,0.25,0.25
1,3,7211,Former und Kernmacher (für Metallguss),7,0.31,0.41,0.47,0.31,0.47,0.5,0.47,0.41,0.31,0.41,0.25,0.28,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.22,0.16,0.06,0.5,0.1,0.25,0.25,0.0,0.19,0.19,0.25,0.41,0.0,0.35,0.25,0.28,0.47,0.5,0.25,0.41,0.28,0.25,0.56,0.53,0.25,0.5,0.44,0.47,0.41,0.5,0.25,0.47,0.28,0.5,0.47,0.69,0.38,0.38,0.25,0.63,0.5,0.47,0.47,0.6,0.25,0.66,0.56,0.44,0.47,0.63,0.38,0.25,0.28,0.28,0.25,0.25,0.5,0.41,0.19,0.25,0.13,0.25,0.47,0.53,0.28,0.19,0.25,0.19
4,9,2310,Universitäts- und Hochschullehrer,2,0.78,0.75,0.75,0.56,0.72,0.72,0.56,0.72,0.53,0.56,0.78,0.81,0.78,0.75,0.5,0.5,0.47,0.5,0.5,0.53,0.35,0.56,0.28,0.22,0.0,0.0,0.0,0.25,0.25,0.5,0.25,0.22,0.25,0.0,0.16,0.94,0.78,0.44,0.72,0.81,0.5,0.63,0.66,0.53,0.47,0.69,0.69,0.69,0.53,0.78,0.53,0.28,0.25,0.47,0.16,0.44,0.1,0.25,0.16,0.28,0.1,0.1,0.19,0.1,0.0,0.25,0.35,0.1,0.16,0.25,0.16,0.25,0.1,0.47,0.06,0.25,0.25,0.0,0.56,0.13,0.13,0.13,0.16,0.16,0.13,0.13,0.0
2,2,2132,"Agrar-, Forst- und Fischereiwissenschaftler und -berater",2,0.72,0.72,0.75,0.56,0.72,0.69,0.63,0.72,0.63,0.69,0.69,0.5,0.47,0.53,0.56,0.53,0.53,0.5,0.66,0.66,0.47,0.44,0.5,0.28,0.16,0.28,0.0,0.47,0.53,0.47,0.47,0.13,0.38,0.16,0.25,0.72,0.75,0.38,0.66,0.72,0.56,0.66,0.69,0.5,0.5,0.66,0.72,0.72,0.72,0.69,0.72,0.47,0.53,0.56,0.53,0.6,0.25,0.41,0.47,0.35,0.31,0.25,0.35,0.25,0.25,0.38,0.47,0.28,0.41,0.44,0.25,0.38,0.25,0.47,0.25,0.44,0.41,0.0,0.47,0.25,0.25,0.25,0.31,0.25,0.25,0.41,0.19
2,2,3339,"Fachkräfte für unternehmensbezogene Dienstleistungen, anderweitig nicht genannt",3,0.75,0.75,0.78,0.6,0.75,0.53,0.53,0.75,0.66,0.72,0.78,0.5,0.47,0.69,0.53,0.56,0.5,0.5,0.44,0.41,0.06,0.0,0.22,0.1,0.0,0.0,0.0,0.25,0.25,0.5,0.13,0.19,0.0,0.0,0.0,0.75,0.78,0.41,0.69,0.75,0.5,0.66,0.78,0.5,0.53,0.72,0.75,0.75,0.63,0.81,0.5,0.44,0.25,0.44,0.19,0.6,0.0,0.44,0.1,0.28,0.06,0.0,0.16,0.0,0.1,0.06,0.44,0.0,0.0,0.25,0.0,0.25,0.0,0.47,0.13,0.13,0.16,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,5163,Bestatter und Einbalsamierer,5,0.41,0.6,0.53,0.63,0.44,0.53,0.38,0.35,0.5,0.47,0.35,0.28,0.22,0.25,0.25,0.25,0.22,0.6,0.25,0.19,0.16,0.1,0.31,0.13,0.19,0.13,0.0,0.13,0.25,0.19,0.28,0.03,0.25,0.06,0.19,0.6,0.6,0.25,0.53,0.5,0.28,0.5,0.5,0.28,0.35,0.53,0.47,0.44,0.44,0.41,0.31,0.31,0.31,0.38,0.41,0.22,0.28,0.19,0.31,0.19,0.28,0.22,0.22,0.13,0.25,0.38,0.22,0.28,0.5,0.25,0.16,0.16,0.0,0.22,0.03,0.25,0.28,0.0,0.22,0.16,0.13,0.19,0.19,0.16,0.16,0.25,0.22
1,3,5230,Kassierer und Kartenverkäufer,5,0.53,0.5,0.5,0.5,0.47,0.47,0.35,0.47,0.5,0.44,0.44,0.35,0.25,0.25,0.41,0.41,0.31,0.5,0.25,0.25,0.03,0.0,0.35,0.0,0.16,0.16,0.0,0.28,0.25,0.47,0.25,0.06,0.31,0.25,0.28,0.6,0.63,0.31,0.53,0.53,0.25,0.6,0.56,0.31,0.47,0.56,0.5,0.5,0.56,0.47,0.47,0.44,0.28,0.47,0.38,0.41,0.25,0.28,0.5,0.44,0.25,0.28,0.5,0.25,0.47,0.25,0.5,0.25,0.25,0.31,0.0,0.38,0.03,0.53,0.28,0.28,0.25,0.03,0.53,0.0,0.0,0.25,0.25,0.19,0.16,0.03,0.16
1,3,7522,Möbeltischler und verwandte Berufe,7,0.44,0.5,0.53,0.44,0.53,0.53,0.5,0.47,0.47,0.5,0.35,0.44,0.38,0.44,0.31,0.38,0.41,0.47,0.28,0.28,0.28,0.03,0.5,0.13,0.31,0.35,0.0,0.22,0.28,0.25,0.44,0.03,0.47,0.35,0.38,0.53,0.53,0.25,0.47,0.5,0.47,0.75,0.53,0.38,0.56,0.5,0.5,0.53,0.5,0.31,0.53,0.28,0.6,0.5,0.56,0.53,0.41,0.38,0.69,0.44,0.53,0.47,0.53,0.28,0.66,0.53,0.5,0.47,0.56,0.72,0.16,0.44,0.19,0.25,0.44,0.63,0.38,0.06,0.25,0.1,0.1,0.38,0.35,0.31,0.13,0.1,0.35
1,3,4212,"Buchmacher, Croupiers und verwandte Berufe im Bereich Glücks- und Wettspiele",4,0.5,0.63,0.56,0.5,0.5,0.5,0.5,0.31,0.47,0.47,0.5,0.47,0.35,0.35,0.47,0.47,0.31,0.5,0.25,0.25,0.03,0.0,0.28,0.0,0.0,0.0,0.0,0.22,0.13,0.56,0.25,0.06,0.25,0.0,0.1,0.72,0.72,0.41,0.69,0.53,0.28,0.72,0.66,0.28,0.53,0.56,0.56,0.5,0.56,0.5,0.47,0.35,0.25,0.28,0.47,0.38,0.25,0.25,0.28,0.35,0.25,0.31,0.31,0.16,0.28,0.25,0.47,0.28,0.25,0.25,0.0,0.16,0.1,0.66,0.13,0.25,0.1,0.0,0.66,0.0,0.0,0.06,0.03,0.03,0.0,0.03,0.06
1,3,8141,Bediener von Maschinen zur Herstellung von Gummiwaren,8,0.53,0.53,0.53,0.31,0.53,0.53,0.35,0.35,0.38,0.35,0.41,0.28,0.28,0.35,0.28,0.28,0.28,0.28,0.25,0.25,0.13,0.22,0.72,0.1,0.28,0.13,0.0,0.06,0.1,0.31,0.53,0.06,0.5,0.19,0.28,0.53,0.6,0.19,0.53,0.6,0.25,0.56,0.66,0.28,0.53,0.56,0.5,0.5,0.53,0.47,0.47,0.31,0.31,0.31,0.5,0.31,0.28,0.19,0.56,0.44,0.31,0.44,0.44,0.41,0.5,0.5,0.5,0.28,0.47,0.28,0.16,0.25,0.13,0.28,0.25,0.63,0.28,0.0,0.25,0.16,0.1,0.35,0.53,0.28,0.13,0.25,0.22
1,3,4212,"Buchmacher, Croupiers und verwandte Berufe im Bereich Glücks- und Wettspiele",4,0.44,0.53,0.63,0.5,0.47,0.53,0.35,0.38,0.5,0.41,0.47,0.31,0.31,0.41,0.31,0.38,0.35,0.47,0.22,0.22,0.03,0.06,0.25,0.0,0.0,0.0,0.0,0.19,0.19,0.5,0.16,0.1,0.22,0.0,0.19,0.69,0.75,0.31,0.6,0.5,0.25,0.66,0.6,0.28,0.47,0.6,0.53,0.5,0.56,0.5,0.41,0.47,0.25,0.53,0.31,0.35,0.19,0.35,0.35,0.31,0.1,0.13,0.44,0.0,0.41,0.25,0.44,0.28,0.13,0.35,0.0,0.22,0.0,0.5,0.06,0.22,0.25,0.03,0.5,0.0,0.03,0.25,0.25,0.06,0.0,0.03,0.25
1,3,4212,"Buchmacher, Croupiers und verwandte Berufe im Bereich Glücks- und Wettspiele",4,0.5,0.6,0.6,0.53,0.44,0.5,0.38,0.31,0.47,0.38,0.31,0.41,0.25,0.31,0.35,0.41,0.28,0.53,0.13,0.16,0.0,0.0,0.16,0.03,0.03,0.0,0.0,0.13,0.06,0.44,0.06,0.0,0.16,0.0,0.1,0.69,0.69,0.31,0.63,0.41,0.28,0.6,0.56,0.28,0.5,0.63,0.53,0.47,0.53,0.31,0.44,0.44,0.35,0.47,0.44,0.44,0.22,0.44,0.47,0.41,0.25,0.28,0.53,0.19,0.5,0.28,0.47,0.25,0.22,0.41,0.0,0.22,0.03,0.47,0.25,0.28,0.22,0.1,0.47,0.0,0.06,0.0,0.06,0.1,0.03,0.03,0.03
1,3,1431,"Führungskräfte in der Erbringung von Dienstleistungen im Bereich Sport, Erholung und Kultur",1,0.63,0.72,0.69,0.69,0.75,0.72,0.69,0.69,0.69,0.69,0.66,0.63,0.56,0.63,0.56,0.63,0.75,0.69,0.53,0.53,0.25,0.16,0.28,0.13,0.0,0.0,0.0,0.41,0.44,0.53,0.1,0.19,0.41,0.0,0.19,0.75,0.72,0.47,0.69,0.6,0.44,0.66,0.69,0.5,0.53,0.69,0.69,0.72,0.63,0.63,0.56,0.5,0.35,0.6,0.28,0.56,0.25,0.53,0.22,0.44,0.22,0.0,0.25,0.22,0.22,0.13,0.53,0.25,0.13,0.44,0.0,0.28,0.22,0.56,0.06,0.13,0.25,0.0,0.5,0.0,0.03,0.1,0.19,0.13,0.0,0.0,0.13
1,3,3411,Fachkräfte für Rechts- und verwandte Angelegenheiten,3,0.56,0.66,0.56,0.53,0.69,0.78,0.47,0.5,0.47,0.6,0.53,0.5,0.38,0.53,0.35,0.38,0.41,0.41,0.38,0.35,0.13,0.06,0.35,0.16,0.0,0.0,0.0,0.16,0.16,0.28,0.25,0.1,0.31,0.06,0.19,0.66,0.72,0.28,0.56,0.53,0.28,0.69,0.81,0.31,0.75,0.56,0.63,0.69,0.53,0.69,0.47,0.53,0.31,0.75,0.25,0.66,0.13,0.53,0.25,0.31,0.16,0.19,0.28,0.16,0.25,0.16,0.6,0.19,0.22,0.35,0.0,0.25,0.19,0.28,0.19,0.28,0.25,0.0,0.28,0.06,0.16,0.0,0.16,0.19,0.0,0.1,0.1
1,3,5414,Sicherheitsdienstleistungspersonal,5,0.56,0.66,0.56,0.53,0.69,0.78,0.47,0.5,0.47,0.6,0.53,0.5,0.38,0.53,0.35,0.38,0.41,0.41,0.38,0.35,0.13,0.06,0.35,0.16,0.0,0.0,0.0,0.16,0.16,0.28,0.25,0.1,0.31,0.06,0.19,0.66,0.72,0.28,0.56,0.53,0.28,0.69,0.81,0.31,0.75,0.56,0.63,0.69,0.53,0.69,0.47,0.53,0.31,0.75,0.25,0.66,0.13,0.53,0.25,0.31,0.16,0.19,0.28,0.16,0.25,0.16,0.6,0.19,0.22,0.35,0.0,0.25,0.19,0.28,0.19,0.28,0.25,0.0,0.28,0.06,0.16,0.0,0.16,0.19,0.0,0.1,0.1
1,3,3134,Steuerer von Erdöl- und Erdgasraffinationsanlagen,3,0.53,0.5,0.53,0.44,0.66,0.53,0.5,0.5,0.5,0.5,0.5,0.38,0.31,0.47,0.31,0.31,0.31,0.31,0.41,0.25,0.0,0.22,0.75,0.22,0.53,0.28,0.0,0.16,0.25,0.31,0.72,0.1,0.5,0.5,0.53,0.53,0.53,0.31,0.5,0.53,0.38,0.66,0.69,0.44,0.53,0.47,0.53,0.53,0.56,0.5,0.5,0.5,0.44,0.53,0.47,0.53,0.25,0.47,0.72,0.5,0.25,0.35,0.72,0.28,0.72,0.66,0.6,0.25,0.31,0.47,0.25,0.47,0.19,0.31,0.25,0.63,0.41,0.0,0.28,0.25,0.25,0.5,0.56,0.44,0.25,0.25,0.19
3,3,7313,Schmuckwarenhersteller und Edelmetallbearbeiter,7,0.47,0.53,0.53,0.44,0.5,0.5,0.38,0.44,0.41,0.47,0.41,0.25,0.31,0.38,0.31,0.38,0.28,0.44,0.25,0.22,0.38,0.1,0.44,0.25,0.28,0.41,0.0,0.28,0.31,0.44,0.31,0.0,0.6,0.22,0.25,0.5,0.5,0.22,0.5,0.47,0.38,0.78,0.56,0.38,0.5,0.5,0.53,0.47,0.5,0.38,0.53,0.31,0.5,0.38,0.06,0.53,0.0,0.35,0.63,0.28,0.03,0.03,0.66,0.0,0.53,0.35,0.44,0.0,0.16,0.6,0.0,0.25,0.06,0.47,0.28,0.53,0.38,0.0,0.44,0.03,0.0,0.25,0.25,0.25,0.0,0.0,0.06
2,3,1112,Leitende Verwaltungsbedienstete,1,0.75,0.75,0.75,0.69,0.72,0.75,0.66,0.66,0.72,0.66,0.63,0.5,0.5,0.66,0.63,0.66,0.69,0.56,0.53,0.53,0.38,0.13,0.31,0.13,0.0,0.0,0.0,0.5,0.53,0.41,0.22,0.13,0.35,0.0,0.19,0.75,0.75,0.31,0.72,0.75,0.53,0.63,0.72,0.56,0.47,0.66,0.72,0.63,0.63,0.75,0.6,0.44,0.44,0.41,0.28,0.41,0.13,0.35,0.16,0.28,0.03,0.06,0.13,0.1,0.13,0.13,0.35,0.16,0.13,0.22,0.0,0.19,0.1,0.47,0.19,0.03,0.22,0.0,0.47,0.03,0.06,0.0,0.16,0.0,0.06,0.13,0.0
2,3,1114,Leitende Bedienstete von Interessenorganisationen,1,0.75,0.75,0.75,0.69,0.72,0.75,0.66,0.66,0.72,0.66,0.63,0.5,0.5,0.66,0.63,0.66,0.69,0.56,0.53,0.53,0.38,0.13,0.31,0.13,0.0,0.0,0.0,0.5,0.53,0.41,0.22,0.13,0.35,0.0,0.19,0.75,0.75,0.31,0.72,0.75,0.53,0.63,0.72,0.56,0.47,0.66,0.72,0.63,0.63,0.75,0.6,0.44,0.44,0.41,0.28,0.41,0.13,0.35,0.16,0.28,0.03,0.06,0.13,0.1,0.13,0.13,0.35,0.16,0.13,0.22,0.0,0.19,0.1,0.47,0.19,0.03,0.22,0.0,0.47,0.03,0.06,0.0,0.16,0.0,0.06,0.13,0.0
2,3,1120,Geschäftsführer und Vorstände,1,0.75,0.75,0.75,0.69,0.72,0.75,0.66,0.66,0.72,0.66,0.63,0.5,0.5,0.66,0.63,0.66,0.69,0.56,0.53,0.53,0.38,0.13,0.31,0.13,0.0,0.0,0.0,0.5,0.53,0.41,0.22,0.13,0.35,0.0,0.19,0.75,0.75,0.31,0.72,0.75,0.53,0.63,0.72,0.56,0.47,0.66,0.72,0.63,0.63,0.75,0.6,0.44,0.44,0.41,0.28,0.41,0.13,0.35,0.16,0.28,0.03,0.06,0.13,0.1,0.13,0.13,0.35,0.16,0.13,0.22,0.0,0.19,0.1,0.47,0.19,0.03,0.22,0.0,0.47,0.03,0.06,0.0,0.16,0.0,0.06,0.13,0.0
2,3,1343,Führungskräfte in der Erbringung von Dienstleistungen für Menschen im Alter,1,0.75,0.75,0.75,0.69,0.72,0.75,0.66,0.66,0.72,0.66,0.63,0.5,0.5,0.66,0.63,0.66,0.69,0.56,0.53,0.53,0.38,0.13,0.31,0.13,0.0,0.0,0.0,0.5,0.53,0.41,0.22,0.13,0.35,0.0,0.19,0.75,0.75,0.31,0.72,0.75,0.53,0.63,0.72,0.56,0.47,0.66,0.72,0.63,0.63,0.75,0.6,0.44,0.44,0.41,0.28,0.41,0.13,0.35,0.16,0.28,0.03,0.06,0.13,0.1,0.13,0.13,0.35,0.16,0.13,0.22,0.0,0.19,0.1,0.47,0.19,0.03,0.22,0.0,0.47,0.03,0.06,0.0,0.16,0.0,0.06,0.13,0.0
2,3,1346,Führungskräfte in der Erbringung von Finanz- und Versicherungsdienstleistungen,1,0.75,0.75,0.75,0.69,0.72,0.75,0.66,0.66,0.72,0.66,0.63,0.5,0.5,0.66,0.63,0.66,0.69,0.56,0.53,0.53,0.38,0.13,0.31,0.13,0.0,0.0,0.0,0.5,0.53,0.41,0.22,0.13,0.35,0.0,0.19,0.75,0.75,0.31,0.72,0.75,0.53,0.63,0.72,0.56,0.47,0.66,0.72,0.63,0.63,0.75,0.6,0.44,0.44,0.41,0.28,0.41,0.13,0.35,0.16,0.28,0.03,0.06,0.13,0.1,0.13,0.13,0.35,0.16,0.13,0.22,0.0,0.19,0.1,0.47,0.19,0.03,0.22,0.0,0.47,0.03,0.06,0.0,0.16,0.0,0.06,0.13,0.0
2,3,1420,Führungskräfte in Gross- und Einzelhandel,1,0.75,0.75,0.75,0.69,0.72,0.75,0.66,0.66,0.72,0.66,0.63,0.5,0.5,0.66,0.63,0.66,0.69,0.56,0.53,0.53,0.38,0.13,0.31,0.13,0.0,0.0,0.0,0.5,0.53,0.41,0.22,0.13,0.35,0.0,0.19,0.75,0.75,0.31,0.72,0.75,0.53,0.63,0.72,0.56,0.47,0.66,0.72,0.63,0.63,0.75,0.6,0.44,0.44,0.41,0.28,0.41,0.13,0.35,0.16,0.28,0.03,0.06,0.13,0.1,0.13,0.13,0.35,0.16,0.13,0.22,0.0,0.19,0.1,0.47,0.19,0.03,0.22,0.0,0.47,0.03,0.06,0.0,0.16,0.0,0.06,0.13,0.0
2,3,5221,Leiter eines Einzelhandelsgeschäftes,5,0.75,0.75,0.75,0.69,0.72,0.75,0.66,0.66,0.72,0.66,0.63,0.5,0.5,0.66,0.63,0.66,0.69,0.56,0.53,0.53,0.38,0.13,0.31,0.13,0.0,0.0,0.0,0.5,0.53,0.41,0.22,0.13,0.35,0.0,0.19,0.75,0.75,0.31,0.72,0.75,0.53,0.63,0.72,0.56,0.47,0.66,0.72,0.63,0.63,0.75,0.6,0.44,0.44,0.41,0.28,0.41,0.13,0.35,0.16,0.28,0.03,0.06,0.13,0.1,0.13,0.13,0.35,0.16,0.13,0.22,0.0,0.19,0.1,0.47,0.19,0.03,0.22,0.0,0.47,0.03,0.06,0.0,0.16,0.0,0.06,0.13,0.0
2,2,2165,Kartografen und Vermessungsingenieure,2,0.75,0.6,0.72,0.44,0.72,0.6,0.47,0.69,0.5,0.66,0.66,0.5,0.5,0.6,0.25,0.31,0.44,0.44,0.53,0.53,0.22,0.53,0.44,0.19,0.22,0.25,0.0,0.19,0.19,0.78,0.44,0.35,0.47,0.22,0.22,0.75,0.75,0.5,0.53,0.75,0.47,0.72,0.63,0.53,0.5,0.5,0.72,0.75,0.75,0.75,0.69,0.44,0.56,0.5,0.28,0.75,0.19,0.5,0.44,0.22,0.16,0.22,0.41,0.16,0.35,0.38,0.5,0.22,0.25,0.41,0.25,0.22,0.06,0.72,0.19,0.44,0.31,0.0,0.75,0.16,0.22,0.19,0.25,0.19,0.16,0.25,0.06
4,11,2131,"Biologen, Botaniker, Zoologen und verwandte Berufe",2,0.81,0.75,0.75,0.63,0.75,0.69,0.5,0.75,0.53,0.75,0.75,0.69,0.72,0.75,0.5,0.53,0.53,0.5,0.66,0.5,0.28,0.78,0.44,0.22,0.0,0.03,0.0,0.28,0.28,0.72,0.19,0.22,0.41,0.0,0.25,0.81,0.81,0.41,0.72,0.94,0.69,0.72,0.75,0.72,0.5,0.6,0.75,0.81,0.72,0.85,0.75,0.38,0.47,0.5,0.25,0.63,0.0,0.47,0.25,0.25,0.03,0.0,0.31,0.0,0.25,0.16,0.47,0.0,0.03,0.41,0.0,0.25,0.0,0.69,0.22,0.25,0.25,0.0,0.72,0.0,0.0,0.0,0.16,0.06,0.0,0.0,0.0
2,2,2632,"Soziologen, Anthropologen und verwandte Wissenschaftler",2,0.78,0.75,0.69,0.5,0.75,0.5,0.5,0.63,0.5,0.66,0.78,0.53,0.53,0.66,0.44,0.41,0.38,0.5,0.6,0.53,0.38,0.6,0.16,0.19,0.03,0.0,0.0,0.16,0.19,0.5,0.03,0.22,0.1,0.0,0.0,0.75,0.75,0.44,0.69,0.78,0.53,0.72,0.66,0.56,0.47,0.69,0.75,0.78,0.69,0.78,0.66,0.38,0.5,0.5,0.22,0.53,0.0,0.38,0.03,0.19,0.13,0.03,0.1,0.0,0.06,0.0,0.53,0.0,0.0,0.44,0.03,0.19,0.0,0.5,0.1,0.03,0.13,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
