isco08,Name_de,Berufshauptgruppe,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,fo_probability,fo_computerisation
2422,Spezialisten in der strategischen Planung in Politik und Wirtschaft,2,0.72,0.75,0.69,0.6,0.72,0.63,0.6,0.75,0.66,0.75,0.72,0.53,0.53,0.69,0.53,0.53,0.5,0.6,0.72,0.66,0.44,0.03,0.25,0.22,0.0,0.06,0.0,0.44,0.44,0.44,0.03,0.25,0.35,0.0,0.13,0.75,0.75,0.38,0.66,0.72,0.72,0.56,0.78,0.72,0.5,0.66,0.72,0.75,0.72,0.75,0.66,0.41,0.41,0.41,0.13,0.63,0.0,0.44,0.0,0.25,0.0,0.0,0.19,0.0,0.0,0.0,0.47,0.0,0.0,0.25,0.0,0.25,0.0,0.44,0.06,0.0,0.22,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,na
3259,"Assistenzberufe im Gesundheitswesen, anderweitig nicht genannt",3,0.66,0.69,0.72,0.66,0.69,0.69,0.5,0.53,0.5,0.56,0.53,0.5,0.47,0.53,0.41,0.44,0.38,0.56,0.35,0.31,0.16,0.5,0.69,0.19,0.38,0.25,0.0,0.19,0.22,0.41,0.53,0.16,0.44,0.31,0.38,0.75,0.75,0.41,0.66,0.63,0.38,0.75,0.78,0.47,0.53,0.66,0.66,0.66,0.63,0.63,0.5,0.5,0.44,0.47,0.47,0.56,0.25,0.5,0.56,0.38,0.22,0.31,0.53,0.19,0.53,0.44,0.6,0.25,0.31,0.47,0.0,0.41,0.0,0.38,0.28,0.53,0.25,0.03,0.41,0.0,0.0,0.28,0.31,0.25,0.0,0.0,0.25,0.028,na
3152,"Schiffsführer, nautische Schiffsoffiziere und Schiffslotsen",3,0.56,0.63,0.6,0.53,0.6,0.63,0.53,0.56,0.56,0.6,0.53,0.53,0.47,0.53,0.47,0.5,0.56,0.47,0.44,0.38,0.16,0.22,0.6,0.28,0.53,0.41,0.1,0.38,0.44,0.35,0.66,0.22,0.53,0.5,0.47,0.72,0.72,0.41,0.66,0.66,0.44,0.66,0.69,0.44,0.56,0.63,0.69,0.63,0.63,0.6,0.56,0.56,0.56,0.69,0.53,0.6,0.35,0.5,0.66,0.53,0.41,0.5,0.53,0.53,0.6,0.56,0.63,0.35,0.47,0.5,0.56,0.47,0.41,0.38,0.35,0.66,0.6,0.19,0.38,0.38,0.41,0.56,0.56,0.53,0.41,0.69,0.16,0.029,na
2320,Lehrkräfte im Bereich Berufsbildung,2,0.72,0.72,0.75,0.56,0.69,0.66,0.5,0.56,0.53,0.56,0.66,0.75,0.75,0.72,0.5,0.5,0.47,0.5,0.44,0.44,0.38,0.22,0.35,0.22,0.22,0.31,0.03,0.25,0.25,0.31,0.31,0.13,0.31,0.19,0.31,0.75,0.75,0.47,0.69,0.72,0.5,0.56,0.69,0.47,0.5,0.66,0.66,0.56,0.56,0.72,0.47,0.47,0.41,0.47,0.31,0.44,0.25,0.25,0.44,0.31,0.25,0.25,0.47,0.25,0.38,0.28,0.28,0.25,0.25,0.28,0.13,0.31,0.1,0.28,0.25,0.41,0.25,0.0,0.28,0.13,0.16,0.25,0.25,0.25,0.16,0.13,0.1,0.0088,na
7115,"Zimmerleute, Bautischler, Storenmonteure, Bootbauer",7,0.53,0.53,0.6,0.44,0.6,0.6,0.5,0.5,0.56,0.5,0.47,0.41,0.44,0.5,0.38,0.38,0.41,0.44,0.38,0.41,0.19,0.1,0.47,0.19,0.31,0.44,0.31,0.22,0.35,0.5,0.47,0.13,0.53,0.35,0.35,0.6,0.6,0.38,0.5,0.5,0.47,0.66,0.72,0.41,0.53,0.5,0.63,0.56,0.63,0.44,0.53,0.44,0.72,0.6,0.63,0.5,0.35,0.38,0.63,0.47,0.47,0.44,0.66,0.44,0.66,0.6,0.5,0.41,0.6,0.41,0.22,0.41,0.5,0.44,0.44,0.53,0.44,0.16,0.47,0.19,0.28,0.41,0.53,0.44,0.22,0.41,0.19,0.72,na
7122,Boden- und Fliesenleger,7,0.41,0.47,0.47,0.47,0.5,0.53,0.5,0.44,0.53,0.47,0.25,0.38,0.35,0.41,0.31,0.35,0.38,0.41,0.25,0.28,0.25,0.0,0.41,0.16,0.19,0.31,0.1,0.13,0.25,0.5,0.38,0.0,0.5,0.22,0.28,0.53,0.5,0.28,0.44,0.41,0.31,0.63,0.66,0.38,0.5,0.56,0.5,0.47,0.5,0.35,0.44,0.44,0.56,0.5,0.66,0.47,0.47,0.25,0.56,0.31,0.5,0.66,0.53,0.44,0.56,0.53,0.44,0.53,0.63,0.47,0.25,0.35,0.19,0.47,0.31,0.47,0.5,0.13,0.47,0.16,0.25,0.22,0.28,0.25,0.19,0.31,0.41,0.75,na
2165,Kartografen und Vermessungsingenieure,2,0.75,0.53,0.6,0.5,0.63,0.53,0.5,0.53,0.5,0.53,0.63,0.44,0.47,0.56,0.35,0.35,0.31,0.44,0.47,0.44,0.16,0.22,0.22,0.16,0.1,0.13,0.0,0.16,0.16,0.47,0.1,0.22,0.28,0.06,0.19,0.63,0.72,0.38,0.53,0.75,0.5,0.72,0.53,0.5,0.5,0.53,0.63,0.66,0.56,0.63,0.53,0.41,0.56,0.56,0.25,0.6,0.0,0.44,0.47,0.31,0.13,0.13,0.47,0.0,0.31,0.06,0.5,0.0,0.0,0.47,0.0,0.19,0.0,0.47,0.1,0.44,0.31,0.0,0.5,0.0,0.0,0.0,0.03,0.03,0.0,0.1,0.0,0.38,1
2145,Chemieingenieure,2,0.72,0.66,0.6,0.5,0.75,0.56,0.5,0.78,0.5,0.72,0.56,0.5,0.47,0.69,0.5,0.5,0.44,0.47,0.72,0.69,0.66,0.81,0.53,0.44,0.0,0.28,0.0,0.38,0.41,0.72,0.31,0.35,0.47,0.0,0.5,0.69,0.75,0.44,0.56,0.78,0.69,0.66,0.75,0.69,0.56,0.53,0.75,0.72,0.75,0.56,0.75,0.38,0.56,0.56,0.16,0.63,0.0,0.5,0.19,0.41,0.0,0.0,0.25,0.0,0.03,0.0,0.6,0.0,0.0,0.5,0.0,0.35,0.0,0.69,0.16,0.16,0.28,0.0,0.75,0.0,0.0,0.16,0.16,0.0,0.0,0.03,0.0,0.017,na
3434,"Küchenchefs, stv. Küchenchefs und Souschefs",3,0.53,0.72,0.69,0.66,0.69,0.72,0.72,0.56,0.75,0.66,0.53,0.56,0.53,0.53,0.56,0.53,0.66,0.6,0.5,0.47,0.38,0.16,0.5,0.19,0.25,0.28,0.0,0.5,0.53,0.53,0.31,0.13,0.56,0.22,0.25,0.75,0.75,0.47,0.72,0.56,0.6,0.6,0.75,0.56,0.56,0.69,0.75,0.63,0.66,0.53,0.53,0.53,0.53,0.44,0.53,0.5,0.25,0.31,0.53,0.31,0.28,0.44,0.53,0.25,0.56,0.44,0.53,0.31,0.31,0.5,0.16,0.28,0.13,0.53,0.28,0.31,0.25,0.19,0.53,0.13,0.16,0.28,0.31,0.25,0.1,0.16,0.25,0.1,na
7114,"Betonierer, Betonoberflächenfertiger und verwandte Berufe",7,0.35,0.53,0.5,0.38,0.5,0.56,0.53,0.5,0.53,0.5,0.25,0.38,0.35,0.28,0.25,0.28,0.38,0.31,0.25,0.25,0.1,0.06,0.44,0.19,0.25,0.28,0.1,0.19,0.22,0.41,0.47,0.03,0.53,0.22,0.35,0.53,0.53,0.25,0.5,0.28,0.28,0.66,0.56,0.28,0.53,0.53,0.56,0.5,0.56,0.28,0.53,0.31,0.56,0.53,0.69,0.44,0.5,0.28,0.63,0.41,0.56,0.6,0.53,0.38,0.72,0.66,0.47,0.56,0.53,0.44,0.35,0.31,0.28,0.31,0.31,0.63,0.5,0.22,0.35,0.19,0.22,0.5,0.5,0.38,0.19,0.35,0.47,0.83,na
8131,Bediener von Anlagen und Maschinen für chemische Erzeugnisse,8,0.6,0.53,0.6,0.44,0.6,0.69,0.5,0.53,0.5,0.6,0.5,0.41,0.44,0.5,0.25,0.28,0.38,0.38,0.44,0.44,0.25,0.41,0.72,0.19,0.44,0.35,0.0,0.13,0.25,0.47,0.72,0.16,0.5,0.35,0.5,0.69,0.69,0.41,0.53,0.66,0.31,0.69,0.69,0.38,0.53,0.53,0.56,0.53,0.6,0.56,0.5,0.47,0.5,0.6,0.47,0.53,0.28,0.41,0.53,0.5,0.28,0.41,0.5,0.38,0.56,0.6,0.63,0.31,0.47,0.5,0.25,0.41,0.22,0.35,0.25,0.69,0.44,0.06,0.44,0.19,0.25,0.53,0.56,0.44,0.19,0.28,0.22,0.76,na
3111,Chemo- und Physikotechniker,3,0.75,0.6,0.72,0.47,0.75,0.72,0.53,0.53,0.5,0.53,0.72,0.5,0.53,0.6,0.41,0.41,0.38,0.44,0.5,0.53,0.38,0.78,0.56,0.25,0.47,0.44,0.0,0.19,0.31,0.5,0.5,0.13,0.53,0.44,0.47,0.66,0.69,0.44,0.6,0.75,0.5,0.75,0.69,0.5,0.53,0.56,0.66,0.69,0.69,0.72,0.66,0.41,0.53,0.47,0.31,0.53,0.25,0.5,0.53,0.41,0.25,0.25,0.53,0.19,0.53,0.47,0.5,0.22,0.28,0.5,0.0,0.28,0.06,0.5,0.28,0.53,0.22,0.0,0.53,0.0,0.0,0.28,0.28,0.22,0.0,0.1,0.22,0.61,na
2113,Chemiker,2,0.75,0.72,0.69,0.5,0.75,0.63,0.5,0.66,0.5,0.56,0.69,0.5,0.5,0.66,0.28,0.38,0.44,0.38,0.53,0.53,0.38,0.78,0.5,0.16,0.44,0.38,0.0,0.22,0.31,0.69,0.31,0.28,0.56,0.28,0.47,0.75,0.75,0.44,0.53,0.75,0.5,0.72,0.72,0.53,0.5,0.56,0.75,0.75,0.72,0.75,0.72,0.44,0.5,0.41,0.31,0.6,0.1,0.41,0.5,0.25,0.1,0.19,0.5,0.16,0.44,0.31,0.53,0.16,0.19,0.53,0.0,0.28,0.06,0.66,0.22,0.41,0.25,0.0,0.69,0.0,0.0,0.16,0.22,0.19,0.0,0.03,0.0,0.021,na
3133,Steuerer von chemischen Verfahrensanlagen,3,0.56,0.53,0.6,0.41,0.63,0.66,0.56,0.56,0.47,0.56,0.5,0.41,0.47,0.56,0.31,0.35,0.44,0.38,0.41,0.47,0.28,0.47,0.78,0.0,0.44,0.28,0.0,0.22,0.22,0.41,0.75,0.19,0.66,0.44,0.47,0.66,0.66,0.41,0.53,0.56,0.28,0.69,0.69,0.35,0.69,0.53,0.66,0.53,0.63,0.53,0.5,0.47,0.44,0.63,0.44,0.53,0.28,0.47,0.6,0.56,0.25,0.41,0.5,0.38,0.53,0.47,0.63,0.35,0.41,0.53,0.25,0.6,0.13,0.47,0.44,0.63,0.38,0.0,0.44,0.1,0.13,0.47,0.56,0.35,0.13,0.16,0.22,0.85,na
1112,Leitende Verwaltungsbedienstete,1,0.75,0.75,0.75,0.72,0.78,0.69,0.6,0.75,0.69,0.72,0.78,0.56,0.6,0.69,0.53,0.72,0.53,0.56,0.72,0.72,0.47,0.28,0.25,0.22,0.0,0.03,0.0,0.47,0.31,0.47,0.25,0.22,0.22,0.0,0.0,0.75,0.75,0.35,0.75,0.75,0.72,0.53,0.72,0.72,0.53,0.75,0.72,0.72,0.66,0.78,0.53,0.41,0.44,0.47,0.1,0.47,0.0,0.35,0.0,0.25,0.0,0.0,0.19,0.0,0.0,0.13,0.31,0.0,0.0,0.28,0.0,0.25,0.0,0.47,0.03,0.13,0.25,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,na
1113,Traditionelle Dorf- und Stammeshäuptlinge,1,0.75,0.75,0.75,0.72,0.78,0.69,0.6,0.75,0.69,0.72,0.78,0.56,0.6,0.69,0.53,0.72,0.53,0.56,0.72,0.72,0.47,0.28,0.25,0.22,0.0,0.03,0.0,0.47,0.31,0.47,0.25,0.22,0.22,0.0,0.0,0.75,0.75,0.35,0.75,0.75,0.72,0.53,0.72,0.72,0.53,0.75,0.72,0.72,0.66,0.78,0.53,0.41,0.44,0.47,0.1,0.47,0.0,0.35,0.0,0.25,0.0,0.0,0.19,0.0,0.0,0.13,0.31,0.0,0.0,0.28,0.0,0.25,0.0,0.47,0.03,0.13,0.25,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0
1120,Geschäftsführer und Vorstände,1,0.75,0.75,0.75,0.72,0.78,0.69,0.6,0.75,0.69,0.72,0.78,0.56,0.6,0.69,0.53,0.72,0.53,0.56,0.72,0.72,0.47,0.28,0.25,0.22,0.0,0.03,0.0,0.47,0.31,0.47,0.25,0.22,0.22,0.0,0.0,0.75,0.75,0.35,0.75,0.75,0.72,0.53,0.72,0.72,0.53,0.75,0.72,0.72,0.66,0.78,0.53,0.41,0.44,0.47,0.1,0.47,0.0,0.35,0.0,0.25,0.0,0.0,0.19,0.0,0.0,0.13,0.31,0.0,0.0,0.28,0.0,0.25,0.0,0.47,0.03,0.13,0.25,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0
2635,Sozialarbeiter,2,0.75,0.88,0.97,0.78,0.78,0.72,0.69,0.72,0.69,0.75,0.69,0.53,0.53,0.6,0.69,0.69,0.47,0.75,0.53,0.47,0.41,0.31,0.28,0.13,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.1,0.19,0.0,0.13,0.91,0.85,0.41,0.75,0.78,0.53,0.63,0.81,0.53,0.5,0.72,0.72,0.72,0.63,0.78,0.53,0.47,0.31,0.44,0.25,0.47,0.19,0.41,0.25,0.35,0.22,0.16,0.22,0.19,0.03,0.25,0.41,0.19,0.22,0.28,0.13,0.28,0.19,0.25,0.1,0.22,0.22,0.0,0.28,0.13,0.13,0.13,0.25,0.22,0.13,0.13,0.03,0.0031,na
5311,Kinderbetreuer,5,0.5,0.53,0.53,0.56,0.53,0.63,0.47,0.5,0.53,0.5,0.5,0.5,0.5,0.5,0.44,0.47,0.31,0.6,0.35,0.35,0.03,0.03,0.22,0.19,0.0,0.0,0.0,0.0,0.06,0.28,0.0,0.0,0.25,0.0,0.22,0.69,0.72,0.41,0.5,0.53,0.47,0.5,0.66,0.5,0.5,0.53,0.53,0.5,0.5,0.5,0.5,0.5,0.44,0.53,0.35,0.47,0.31,0.41,0.38,0.31,0.28,0.44,0.41,0.25,0.28,0.28,0.41,0.28,0.35,0.38,0.0,0.25,0.1,0.25,0.1,0.0,0.25,0.03,0.25,0.0,0.0,0.0,0.03,0.03,0.03,0.06,0.19,0.084,0
2653,Tänzer und Choreografen,2,0.66,0.75,0.75,0.69,0.69,0.72,0.66,0.53,0.72,0.66,0.53,0.78,0.63,0.6,0.5,0.5,0.56,0.56,0.44,0.47,0.47,0.13,0.13,0.19,0.0,0.0,0.0,0.19,0.22,0.22,0.0,0.06,0.13,0.0,0.0,0.75,0.78,0.53,0.72,0.69,0.75,0.53,0.69,0.75,0.53,0.63,0.69,0.6,0.56,0.56,0.53,0.44,0.63,0.5,0.69,0.41,0.85,0.28,0.5,0.31,0.63,0.66,0.25,0.72,0.28,0.72,0.41,0.69,0.38,0.28,0.06,0.28,0.31,0.25,0.16,0.0,0.28,0.5,0.25,0.03,0.25,0.06,0.13,0.25,0.0,0.31,0.47,0.004,na
3112,Bauführer und Bautechniker,3,0.69,0.6,0.69,0.47,0.72,0.56,0.47,0.53,0.5,0.53,0.56,0.35,0.31,0.47,0.38,0.38,0.31,0.44,0.47,0.44,0.41,0.44,0.35,0.19,0.0,0.03,0.0,0.28,0.28,0.66,0.28,0.22,0.28,0.0,0.19,0.69,0.72,0.31,0.6,0.72,0.5,0.72,0.69,0.5,0.5,0.6,0.72,0.6,0.6,0.66,0.56,0.41,0.66,0.6,0.19,0.53,0.0,0.5,0.28,0.38,0.1,0.0,0.38,0.0,0.25,0.22,0.47,0.0,0.0,0.41,0.1,0.31,0.0,0.63,0.16,0.25,0.28,0.0,0.72,0.13,0.1,0.13,0.16,0.13,0.1,0.25,0.0,0.0036,na
3315,Schätzer und Schadensgutachter,3,0.78,0.72,0.75,0.6,0.75,0.6,0.5,0.63,0.56,0.69,0.66,0.38,0.38,0.56,0.53,0.47,0.44,0.53,0.5,0.47,0.13,0.1,0.22,0.19,0.0,0.03,0.0,0.28,0.19,0.47,0.03,0.28,0.41,0.0,0.16,0.78,0.78,0.41,0.66,0.85,0.41,0.72,0.66,0.44,0.5,0.63,0.75,0.75,0.63,0.72,0.6,0.41,0.38,0.47,0.35,0.56,0.0,0.5,0.19,0.35,0.13,0.0,0.19,0.0,0.19,0.0,0.5,0.0,0.0,0.28,0.0,0.22,0.0,0.5,0.25,0.13,0.13,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.9,na
9112,"Reinigungspersonal und Hilfskräfte in Büros, Hotels und anderen Einrichtungen",9,0.31,0.41,0.38,0.28,0.31,0.44,0.44,0.28,0.31,0.31,0.22,0.25,0.22,0.25,0.25,0.22,0.25,0.35,0.31,0.19,0.06,0.06,0.47,0.06,0.31,0.31,0.1,0.06,0.22,0.16,0.5,0.03,0.5,0.31,0.31,0.44,0.47,0.25,0.41,0.25,0.16,0.66,0.5,0.22,0.31,0.44,0.47,0.38,0.44,0.25,0.35,0.28,0.31,0.35,0.5,0.31,0.44,0.25,0.47,0.28,0.35,0.56,0.5,0.25,0.56,0.53,0.31,0.5,0.31,0.35,0.22,0.16,0.13,0.22,0.25,0.5,0.35,0.16,0.16,0.19,0.22,0.28,0.28,0.31,0.1,0.28,0.25,0.37,na
9122,Fahrzeugreiniger,9,0.31,0.41,0.38,0.28,0.31,0.44,0.44,0.28,0.31,0.31,0.22,0.25,0.22,0.25,0.25,0.22,0.25,0.35,0.31,0.19,0.06,0.06,0.47,0.06,0.31,0.31,0.1,0.06,0.22,0.16,0.5,0.03,0.5,0.31,0.31,0.44,0.47,0.25,0.41,0.25,0.16,0.66,0.5,0.22,0.31,0.44,0.47,0.38,0.44,0.25,0.35,0.28,0.31,0.35,0.5,0.31,0.44,0.25,0.47,0.28,0.35,0.56,0.5,0.25,0.56,0.53,0.31,0.5,0.31,0.35,0.22,0.16,0.13,0.22,0.25,0.5,0.35,0.16,0.16,0.19,0.22,0.28,0.28,0.31,0.1,0.28,0.25,0.37,na
8171,Bediener von Anlagen zur Zellstoff- und Papierherstellung,8,0.44,0.47,0.47,0.44,0.47,0.47,0.47,0.38,0.44,0.41,0.31,0.28,0.31,0.28,0.25,0.25,0.31,0.28,0.25,0.25,0.1,0.13,0.53,0.0,0.31,0.22,0.0,0.06,0.1,0.25,0.56,0.03,0.38,0.19,0.31,0.44,0.47,0.25,0.44,0.31,0.22,0.56,0.47,0.25,0.47,0.47,0.44,0.44,0.53,0.31,0.5,0.35,0.35,0.44,0.5,0.35,0.41,0.28,0.53,0.47,0.25,0.47,0.5,0.25,0.5,0.5,0.53,0.44,0.41,0.35,0.22,0.31,0.13,0.25,0.25,0.53,0.41,0.03,0.25,0.13,0.13,0.38,0.35,0.28,0.13,0.16,0.22,0.67,na
2636,Geistliche Seelsorger,2,0.72,0.94,0.81,0.78,0.69,0.63,0.72,0.69,0.69,0.72,0.72,0.75,0.66,0.69,0.69,0.72,0.6,0.75,0.47,0.5,0.19,0.1,0.19,0.13,0.0,0.0,0.0,0.44,0.44,0.22,0.1,0.13,0.0,0.0,0.0,0.94,0.78,0.53,0.97,0.75,0.72,0.6,0.75,0.72,0.6,0.75,0.75,0.75,0.69,0.75,0.56,0.47,0.25,0.5,0.22,0.5,0.0,0.44,0.0,0.28,0.0,0.0,0.1,0.0,0.06,0.06,0.38,0.0,0.0,0.25,0.0,0.22,0.0,0.35,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0081,0
3422,"Sportlehrer, Sporttrainer und Sportfunktionäre",3,0.75,0.85,0.75,0.75,0.75,0.78,0.72,0.72,0.72,0.75,0.66,0.94,0.78,0.72,0.66,0.72,0.72,0.69,0.72,0.66,0.44,0.16,0.25,0.22,0.0,0.22,0.0,0.25,0.38,0.28,0.16,0.06,0.41,0.0,0.22,0.91,0.78,0.44,0.75,0.69,0.72,0.66,0.69,0.69,0.53,0.75,0.69,0.69,0.72,0.63,0.69,0.47,0.6,0.56,0.47,0.53,0.25,0.44,0.41,0.44,0.38,0.25,0.25,0.25,0.35,0.38,0.41,0.41,0.47,0.41,0.03,0.28,0.22,0.25,0.1,0.22,0.38,0.06,0.31,0.0,0.19,0.0,0.0,0.0,0.03,0.19,0.13,0.013,na
9623,"Zählerableser, Automatenbefüller und -kassierer",9,0.47,0.47,0.47,0.41,0.47,0.47,0.47,0.47,0.41,0.47,0.41,0.22,0.22,0.41,0.22,0.25,0.25,0.47,0.47,0.44,0.13,0.16,0.5,0.0,0.6,0.38,0.28,0.22,0.25,0.25,0.5,0.1,0.5,0.63,0.56,0.53,0.53,0.25,0.47,0.5,0.25,0.6,0.53,0.28,0.5,0.47,0.53,0.53,0.56,0.44,0.44,0.41,0.53,0.47,0.35,0.47,0.25,0.28,0.6,0.28,0.28,0.44,0.66,0.22,0.66,0.56,0.41,0.25,0.44,0.44,0.22,0.28,0.13,0.38,0.25,0.6,0.38,0.06,0.25,0.19,0.19,0.22,0.22,0.35,0.22,0.22,0.22,0.85,1
2163,Produkt- und Textildesigner,2,0.72,0.63,0.75,0.53,0.69,0.53,0.56,0.69,0.53,0.56,0.53,0.44,0.44,0.5,0.47,0.53,0.44,0.47,0.5,0.5,0.56,0.41,0.35,0.53,0.0,0.22,0.0,0.25,0.25,0.44,0.25,0.22,0.44,0.0,0.19,0.69,0.69,0.38,0.63,0.69,0.72,0.72,0.66,0.72,0.53,0.66,0.69,0.6,0.66,0.53,0.53,0.44,0.69,0.5,0.19,0.53,0.0,0.31,0.47,0.28,0.16,0.0,0.44,0.0,0.28,0.03,0.44,0.0,0.03,0.56,0.0,0.28,0.0,0.44,0.1,0.28,0.25,0.0,0.44,0.0,0.0,0.13,0.19,0.0,0.0,0.1,0.0,0.037,na
7541,Taucher,7,0.56,0.66,0.69,0.5,0.72,0.53,0.6,0.56,0.56,0.56,0.5,0.53,0.47,0.5,0.5,0.47,0.44,0.44,0.47,0.41,0.22,0.38,0.69,0.19,0.56,0.5,0.38,0.16,0.25,0.28,0.6,0.0,0.63,0.56,0.56,0.75,0.78,0.28,0.53,0.56,0.5,0.66,0.75,0.5,0.53,0.66,0.66,0.63,0.66,0.5,0.53,0.53,0.53,0.56,0.53,0.56,0.5,0.44,0.75,0.47,0.5,0.63,0.69,0.5,0.69,0.72,0.6,0.53,0.56,0.53,0.35,0.47,0.28,0.31,0.25,0.72,0.56,0.13,0.28,0.41,0.35,0.47,0.53,0.5,0.28,0.5,0.25,0.18,na
1212,Führungskräfte im Personalwesen,1,0.75,0.75,0.75,0.63,0.72,0.6,0.66,0.6,0.53,0.72,0.75,0.5,0.5,0.69,0.53,0.5,0.66,0.53,0.56,0.56,0.44,0.0,0.13,0.13,0.0,0.0,0.0,0.56,0.22,0.5,0.0,0.19,0.13,0.0,0.0,0.75,0.75,0.28,0.69,0.75,0.53,0.63,0.69,0.56,0.44,0.66,0.63,0.6,0.53,0.75,0.53,0.28,0.25,0.28,0.19,0.38,0.0,0.31,0.06,0.22,0.06,0.0,0.03,0.0,0.0,0.0,0.31,0.0,0.0,0.19,0.0,0.16,0.0,0.53,0.13,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,na
1330,Führungskräfte in der Erbringung von Dienstleistungen im Bereich Informations- und Kommunikationstechnologie,1,0.75,0.72,0.75,0.66,0.78,0.72,0.6,0.69,0.69,0.72,0.69,0.53,0.56,0.6,0.5,0.53,0.66,0.47,0.66,0.66,0.53,0.19,0.47,0.38,0.1,0.22,0.0,0.5,0.44,0.53,0.25,0.44,0.44,0.13,0.38,0.75,0.75,0.41,0.66,0.75,0.56,0.69,0.75,0.6,0.47,0.6,0.75,0.75,0.69,0.69,0.56,0.41,0.5,0.44,0.19,0.5,0.0,0.44,0.31,0.25,0.13,0.0,0.28,0.0,0.28,0.1,0.44,0.0,0.0,0.35,0.03,0.19,0.0,0.53,0.25,0.25,0.19,0.0,0.5,0.0,0.0,0.06,0.06,0.06,0.0,0.03,0.0,0.035,na
9313,Hilfsarbeiter im Hochbau,9,0.44,0.56,0.53,0.41,0.44,0.41,0.38,0.44,0.53,0.35,0.31,0.28,0.28,0.28,0.25,0.25,0.25,0.28,0.22,0.25,0.16,0.13,0.5,0.13,0.38,0.41,0.22,0.13,0.16,0.25,0.53,0.0,0.28,0.31,0.31,0.56,0.56,0.25,0.5,0.47,0.25,0.56,0.56,0.31,0.5,0.5,0.5,0.47,0.53,0.28,0.5,0.38,0.47,0.53,0.56,0.31,0.41,0.28,0.63,0.38,0.53,0.53,0.53,0.44,0.72,0.66,0.38,0.53,0.69,0.44,0.25,0.25,0.31,0.22,0.31,0.56,0.5,0.25,0.25,0.19,0.28,0.5,0.47,0.47,0.22,0.31,0.25,0.72,na
7422,Installateure und Servicetechniker im Bereich Informations- und Kommunikationstechnik,7,0.53,0.56,0.66,0.47,0.63,0.5,0.56,0.6,0.5,0.5,0.5,0.41,0.41,0.5,0.44,0.38,0.38,0.5,0.44,0.35,0.28,0.22,0.53,0.25,0.56,0.56,0.5,0.19,0.28,0.22,0.44,0.28,0.56,0.66,0.6,0.66,0.69,0.35,0.63,0.63,0.44,0.72,0.66,0.47,0.5,0.63,0.53,0.53,0.6,0.5,0.5,0.47,0.6,0.44,0.35,0.44,0.25,0.35,0.53,0.28,0.25,0.38,0.63,0.25,0.53,0.44,0.47,0.25,0.28,0.5,0.25,0.28,0.1,0.25,0.25,0.53,0.28,0.0,0.22,0.19,0.22,0.25,0.25,0.25,0.25,0.28,0.19,0.003,na
1323,Führungskräfte in der Produktion im Bau,1,0.69,0.72,0.72,0.6,0.69,0.72,0.72,0.69,0.75,0.69,0.56,0.5,0.5,0.66,0.66,0.5,0.75,0.5,0.53,0.53,0.5,0.22,0.47,0.16,0.0,0.0,0.0,0.56,0.53,0.56,0.22,0.13,0.53,0.0,0.25,0.72,0.72,0.44,0.66,0.72,0.5,0.69,0.75,0.53,0.53,0.66,0.72,0.72,0.78,0.69,0.6,0.5,0.72,0.6,0.28,0.56,0.19,0.53,0.06,0.47,0.1,0.13,0.19,0.19,0.03,0.22,0.53,0.19,0.19,0.47,0.16,0.25,0.03,0.53,0.1,0.19,0.28,0.0,0.53,0.03,0.03,0.0,0.19,0.0,0.0,0.25,0.0,0.071,na
7111,Rohbaufacharbeiter im Hochbau,7,0.69,0.72,0.72,0.6,0.69,0.72,0.72,0.69,0.75,0.69,0.56,0.5,0.5,0.66,0.66,0.5,0.75,0.5,0.53,0.53,0.5,0.22,0.47,0.16,0.0,0.0,0.0,0.56,0.53,0.56,0.22,0.13,0.53,0.0,0.25,0.72,0.72,0.44,0.66,0.72,0.5,0.69,0.75,0.53,0.53,0.66,0.72,0.72,0.78,0.69,0.6,0.5,0.72,0.6,0.28,0.56,0.19,0.53,0.06,0.47,0.1,0.13,0.19,0.19,0.03,0.22,0.53,0.19,0.19,0.47,0.16,0.25,0.03,0.53,0.1,0.19,0.28,0.0,0.53,0.03,0.03,0.0,0.19,0.0,0.0,0.25,0.0,0.071,na
